head_entity_text,tail_entity_text,relation
pressure,caisson,"Entity-Destination (e1, e2)"
fire,quake,"Cause-Effect (e2, e1)"
song,character,"Message-Topic (e1, e2)"
book,author,"Product-Producer (e2, e1)"
pilot,parking lot,"Entity-Destination (e1, e2)"
swarm,earthquakes,"Member-Collection (e1, e2)"
viruses,people,"Cause-Effect (e1, e2)"
income,administration,"Entity-Destination (e1, e2)"
teacher,team,"Member-Collection (e1, e2)"
devastation,waste,"Cause-Effect (e2, e1)"
saint,martyrdom,"Message-Topic (e1, e2)"
huddle,hens,"Member-Collection (e1, e2)"
president,bankruptcy,"Cause-Effect (e1, e2)"
cigars,humidor,"Content-Container (e1, e2)"
ring,gossipers,"Member-Collection (e1, e2)"
Information,test,"Entity-Origin (e2, e1)"
wire,beaker,"Content-Container (e1, e2)"
monks,pieces,"Instrument-Agency (e1, e2)"
talk,tricks,"Message-Topic (e1, e2)"
horses,stud,"Entity-Destination (e1, e2)"
battalion,pikemen,"Member-Collection (e1, e2)"
leader,society,"Member-Collection (e1, e2)"
metrosexuals,moisturizers,"Product-Producer (e1, e2)"
legion,grenadiers,"Member-Collection (e1, e2)"
staff,chairman,"Member-Collection (e1, e2)"
blonde,voice,Other
system,rig,"Instrument-Agency (e1, e2)"
meatballs,ground,"Entity-Destination (e1, e2)"
producer,machinery,"Product-Producer (e1, e2)"
instrument,vacuum chamber,"Content-Container (e1, e2)"
pact,effect,"Cause-Effect (e1, e2)"
metal,chamber,"Entity-Destination (e1, e2)"
disappointment,audience,"Cause-Effect (e1, e2)"
profit,cancer research center,"Entity-Destination (e1, e2)"
damage,industry,"Cause-Effect (e2, e1)"
pollution,warming,"Cause-Effect (e1, e2)"
treatment,disease,"Cause-Effect (e1, e2)"
phrase,argument,"Message-Topic (e1, e2)"
seawater,ions,"Component-Whole (e1, e2)"
tapir,hoof,"Instrument-Agency (e1, e2)"
paper,staff,"Product-Producer (e2, e1)"
holder,spiral,"Component-Whole (e1, e2)"
daughter,idea,"Product-Producer (e1, e2)"
recipe,collection,"Member-Collection (e1, e2)"
medical information,medical procedures,"Message-Topic (e1, e2)"
server,approach,"Instrument-Agency (e1, e2)"
bible,desk drawer,"Content-Container (e2, e1)"
carafe,clock,"Content-Container (e2, e1)"
study,effects,"Message-Topic (e1, e2)"
Sets,letters,"Member-Collection (e1, e2)"
artist,creations,"Product-Producer (e1, e2)"
federation,associations,"Member-Collection (e1, e2)"
disorders,drinking,"Cause-Effect (e2, e1)"
musician,dulcimers,"Product-Producer (e1, e2)"
pocket,jeans,"Component-Whole (e1, e2)"
pineapple,wine,"Product-Producer (e2, e1)"
swarm,particles,"Member-Collection (e1, e2)"
release,surfaces,"Entity-Destination (e1, e2)"
heel,foot,"Component-Whole (e1, e2)"
Beavers,canals,"Product-Producer (e1, e2)"
valves,heart,"Component-Whole (e1, e2)"
offices,building,"Component-Whole (e1, e2)"
information,files,"Content-Container (e2, e1)"
crypt,choir,"Component-Whole (e1, e2)"
ointment,eyelid,"Entity-Destination (e1, e2)"
cocaine,cylinders,"Content-Container (e2, e1)"
golfer,statement,"Product-Producer (e1, e2)"
veins,leg,"Component-Whole (e1, e2)"
engineer,machine,"Product-Producer (e1, e2)"
water,crack,"Entity-Destination (e1, e2)"
array,topics,"Member-Collection (e1, e2)"
crash,rhinoceroses,"Member-Collection (e1, e2)"
amount,charities,"Entity-Destination (e1, e2)"
bottle,kerosene,"Content-Container (e1, e2)"
forkful,mouth,"Entity-Destination (e1, e2)"
suitcase,clothes,"Content-Container (e1, e2)"
room,hill,"Entity-Origin (e1, e2)"
story,conquest,"Message-Topic (e1, e2)"
conference,debate,"Message-Topic (e1, e2)"
measure,discussion,"Message-Topic (e1, e2)"
person,brakes,"Product-Producer (e1, e2)"
rain,downtown,"Entity-Destination (e1, e2)"
oil,flour,"Entity-Origin (e1, e2)"
Stone,grinding,"Instrument-Agency (e1, e2)"
statement,departure,"Message-Topic (e1, e2)"
Junk mails,spam folder,"Entity-Destination (e1, e2)"
yeast,tubes,"Content-Container (e2, e1)"
Lactic acid,dextrose,"Entity-Origin (e1, e2)"
backpack,laptop computer,"Content-Container (e1, e2)"
demolition,company,"Instrument-Agency (e1, e2)"
cushion,feathers,"Content-Container (e1, e2)"
girl,community,"Entity-Origin (e1, e2)"
display,cable,"Instrument-Agency (e1, e2)"
treasure trove,palaces,"Member-Collection (e1, e2)"
inventor,alternative,"Product-Producer (e1, e2)"
satellite,orbit,"Entity-Destination (e1, e2)"
nanotubes,cavity,"Entity-Destination (e1, e2)"
award,scholar,"Product-Producer (e2, e1)"
measure,lectures,"Cause-Effect (e1, e2)"
hall,disuse,"Entity-Destination (e1, e2)"
closure,backup,"Cause-Effect (e1, e2)"
sculpture,publications,"Message-Topic (e1, e2)"
awards,projects,"Product-Producer (e1, e2)"
motor,belt,"Instrument-Agency (e1, e2)"
Sewer,covers,"Component-Whole (e1, e2)"
hilt,katana,"Component-Whole (e1, e2)"
play,ambition,"Message-Topic (e1, e2)"
devastation,tsunami,"Cause-Effect (e2, e1)"
Scars,burns,"Cause-Effect (e2, e1)"
mess,grits,"Content-Container (e1, e2)"
factory,banduras,"Product-Producer (e1, e2)"
power supply,power-pack,"Component-Whole (e2, e1)"
coalition,activities,"Entity-Destination (e1, e2)"
tail,shark,"Component-Whole (e1, e2)"
skein,geese,"Member-Collection (e1, e2)"
drug,tubes,"Content-Container (e1, e2)"
manna,pot,"Content-Container (e1, e2)"
battalion,musketeers,"Member-Collection (e1, e2)"
crisis,blockade,"Cause-Effect (e2, e1)"
quarrel,administration,"Cause-Effect (e1, e2)"
factory,cells,"Product-Producer (e1, e2)"
box cutter,book,"Content-Container (e1, e2)"
industry,backfill,"Product-Producer (e1, e2)"
candidate,race,"Entity-Destination (e1, e2)"
modules,apostrophes,"Content-Container (e1, e2)"
deck,bus,"Component-Whole (e1, e2)"
messenger bag,trash bag,"Content-Container (e1, e2)"
entrance,building,"Component-Whole (e1, e2)"
photograph,hand,"Instrument-Agency (e2, e1)"
speech,belief,"Message-Topic (e1, e2)"
tap,shower,"Component-Whole (e1, e2)"
phonograph,work,"Entity-Origin (e1, e2)"
oil,filter,"Entity-Destination (e1, e2)"
Scientists,music,"Instrument-Agency (e1, e2)"
mechanic,spanner,"Instrument-Agency (e1, e2)"
artworks,view,"Message-Topic (e1, e2)"
blast,mishandling,"Cause-Effect (e2, e1)"
guns,bar,"Entity-Destination (e1, e2)"
worker,mask,"Instrument-Agency (e2, e1)"
committee,creditors,"Member-Collection (e1, e2)"
photos,weeks,"Entity-Origin (e1, e2)"
candies,child,"Entity-Destination (e1, e2)"
shortages,riots,"Cause-Effect (e1, e2)"
ion,acid,"Entity-Origin (e1, e2)"
pace,donkeys,"Instrument-Agency (e2, e1)"
noise,quake,"Cause-Effect (e2, e1)"
collective,organizations,"Member-Collection (e1, e2)"
settlers,regions,"Entity-Destination (e1, e2)"
Products,disuse,"Entity-Destination (e1, e2)"
package,belt bag,"Content-Container (e1, e2)"
installation,next week,"Entity-Destination (e1, e2)"
images,program,"Component-Whole (e1, e2)"
personnel,organisation,"Member-Collection (e1, e2)"
text,files,"Content-Container (e1, e2)"
people,bankruptcy,"Cause-Effect (e1, e2)"
man,body,"Content-Container (e1, e2)"
stories,life,"Message-Topic (e1, e2)"
lectures,thoughts,"Message-Topic (e1, e2)"
advantages,fortress,"Component-Whole (e1, e2)"
generator,principle,"Instrument-Agency (e1, e2)"
driver,street,"Entity-Destination (e1, e2)"
talk,operations,"Message-Topic (e1, e2)"
sord,mallards,"Member-Collection (e1, e2)"
stones,grinding,"Instrument-Agency (e1, e2)"
brotherhood,aristocrats,"Member-Collection (e1, e2)"
anthology,poems,"Content-Container (e1, e2)"
kitchen,smoke,"Content-Container (e1, e2)"
pen,desk drawer,"Content-Container (e1, e2)"
scaffold,platform,"Component-Whole (e1, e2)"
media,mixture,"Content-Container (e1, e2)"
ties,era,"Entity-Destination (e1, e2)"
coughing,smoking,"Cause-Effect (e1, e2)"
oil,river,"Entity-Destination (e1, e2)"
delays,governments,"Cause-Effect (e1, e2)"
illness,bacteria,"Cause-Effect (e1, e2)"
explanation,appendix,"Content-Container (e1, e2)"
internal auditors,locations,"Entity-Destination (e1, e2)"
workpackage,tasks,"Component-Whole (e1, e2)"
cat,forepaw,"Instrument-Agency (e1, e2)"
pepper,toy,"Content-Container (e1, e2)"
poverty,migration,"Cause-Effect (e1, e2)"
artisan,burin,"Instrument-Agency (e1, e2)"
article,experiences,"Message-Topic (e1, e2)"
suitcase,money,"Content-Container (e1, e2)"
broom,stick,"Component-Whole (e1, e2)"
mews,hawks,"Member-Collection (e1, e2)"
carp,sack,"Content-Container (e1, e2)"
frustration,rejection,"Cause-Effect (e1, e2)"
deposits,account,"Entity-Destination (e1, e2)"
blood,ewer,"Content-Container (e1, e2)"
Parties,telephone,"Instrument-Agency (e1, e2)"
workers,party,"Member-Collection (e1, e2)"
force,joystick,"Instrument-Agency (e1, e2)"
company,segments,"Entity-Destination (e1, e2)"
Chimpanzees,love,Other
fuel,teflon bladder,"Content-Container (e1, e2)"
system,glands,"Component-Whole (e1, e2)"
tsunami,displacement,"Cause-Effect (e1, e2)"
box,box,Other
sounds,signals,"Cause-Effect (e1, e2)"
egg,species,"Entity-Origin (e1, e2)"
responsibilities,care,"Entity-Destination (e1, e2)"
formation,parties,"Cause-Effect (e1, e2)"
rooms,cottage,"Component-Whole (e1, e2)"
invasion force,planet,"Entity-Origin (e1, e2)"
letter,copy,"Content-Container (e1, e2)"
ignorance,news,Other
nunt,cuisine,"Entity-Origin (e1, e2)"
boat,port,"Entity-Origin (e1, e2)"
Horseshoes,blacksmiths,"Product-Producer (e2, e1)"
containers,retail stores,"Entity-Destination (e1, e2)"
item,customer,"Entity-Destination (e1, e2)"
cooper,barrels,"Product-Producer (e1, e2)"
Mothers,kidneys,"Member-Collection (e1, e2)"
pollution,stratosphere,"Entity-Destination (e1, e2)"
example,book,"Content-Container (e1, e2)"
bowels,castle,"Component-Whole (e1, e2)"
aircraft,airport,"Entity-Origin (e1, e2)"
fund,business,"Entity-Destination (e1, e2)"
cleaners,burning sensation,"Cause-Effect (e1, e2)"
ship,destination,"Entity-Destination (e1, e2)"
user,gestures,"Instrument-Agency (e1, e2)"
potter,pot,"Product-Producer (e1, e2)"
dust,nosebleeds,"Cause-Effect (e1, e2)"
redcurrent,syrup,"Component-Whole (e1, e2)"
train,station,"Entity-Origin (e1, e2)"
husband,sweater,Other
brew,bottle,"Content-Container (e1, e2)"
water,kettle,"Content-Container (e1, e2)"
finger,nails,"Component-Whole (e1, e2)"
glue,place,"Content-Container (e1, e2)"
guide,work,"Message-Topic (e1, e2)"
conditions,areas,"Entity-Destination (e1, e2)"
cement,forms,"Content-Container (e1, e2)"
palm,oil,"Component-Whole (e1, e2)"
Depression,suicide,"Cause-Effect (e1, e2)"
speech,practices,"Message-Topic (e1, e2)"
cadre,musicians,"Member-Collection (e1, e2)"
battalion,swordsmen,"Member-Collection (e1, e2)"
fortress,towers,"Component-Whole (e1, e2)"
pages,tankard,"Content-Container (e1, e2)"
figure,results,"Message-Topic (e1, e2)"
wall,experience,"Component-Whole (e1, e2)"
notes,changes,"Message-Topic (e1, e2)"
appellant,malice,Other
variety,peasants,Other
manager,list,"Message-Topic (e1, e2)"
theme,science fiction,"Message-Topic (e1, e2)"
film,tenacity,Other
cane,sugar,"Component-Whole (e1, e2)"
violinist,body,Other
shot,wound,"Cause-Effect (e1, e2)"
pace,asses,Other
method,steps,"Component-Whole (e1, e2)"
bug,garage,"Entity-Destination (e1, e2)"
family,village,"Entity-Origin (e1, e2)"
exhibition,qualities,"Message-Topic (e1, e2)"
infestation,fleas,"Cause-Effect (e1, e2)"
theory,exchange,"Message-Topic (e1, e2)"
mob,workers,"Member-Collection (e1, e2)"
staff,hospital,"Member-Collection (e1, e2)"
brush,painter,"Instrument-Agency (e1, e2)"
company,trouble,"Cause-Effect (e1, e2)"
man,lap,"Entity-Destination (e1, e2)"
novel,governor-general,"Product-Producer (e2, e1)"
flash drive,ROMs,"Content-Container (e1, e2)"
scientists,antiboitics,"Instrument-Agency (e1, e2)"
Acne,hormonal imbalance,"Cause-Effect (e2, e1)"
pump,coupling,"Component-Whole (e1, e2)"
flights,airspace,"Entity-Destination (e1, e2)"
discussion,concept,"Message-Topic (e1, e2)"
probe,fragment,"Component-Whole (e1, e2)"
restaurant,list,"Member-Collection (e1, e2)"
government,agency,"Product-Producer (e1, e2)"
furniture,legs,"Component-Whole (e1, e2)"
passenger,photograph,"Instrument-Agency (e1, e2)"
mystery,energy,"Message-Topic (e1, e2)"
teacher,literature,"Message-Topic (e1, e2)"
ligature,performer,"Instrument-Agency (e1, e2)"
design,studio,"Product-Producer (e1, e2)"
Tree,roots,"Component-Whole (e1, e2)"
mason,walls,"Product-Producer (e1, e2)"
company,benchmarking,"Instrument-Agency (e1, e2)"
cadre,banks,"Member-Collection (e1, e2)"
composer,works,"Product-Producer (e1, e2)"
shovel,gardeners,"Instrument-Agency (e1, e2)"
man,submersible,"Product-Producer (e1, e2)"
family,inpatients,Other
certificate,exemption,"Message-Topic (e1, e2)"
inflammation,pain,"Cause-Effect (e1, e2)"
title,book,"Message-Topic (e1, e2)"
items,customer,"Entity-Destination (e1, e2)"
teaching experience,anecdotes,"Message-Topic (e1, e2)"
association,kits,"Product-Producer (e1, e2)"
skin,orange,"Component-Whole (e1, e2)"
student,balcony,"Entity-Origin (e1, e2)"
property,expression,"Message-Topic (e1, e2)"
news,article,"Message-Topic (e1, e2)"
films,viewers,"Entity-Destination (e1, e2)"
forebrain,brain,"Component-Whole (e1, e2)"
plane,runway,"Entity-Origin (e1, e2)"
bomb,freezer,"Content-Container (e1, e2)"
paddling,ducks,"Member-Collection (e1, e2)"
kids,place,"Entity-Origin (e1, e2)"
freighter,dope,"Content-Container (e1, e2)"
impact,work,"Message-Topic (e1, e2)"
constitutes,plant,"Component-Whole (e1, e2)"
froggery,frogs,"Member-Collection (e1, e2)"
water,river,"Entity-Destination (e1, e2)"
evangelist,news,"Message-Topic (e1, e2)"
disorders,mutation,"Cause-Effect (e2, e1)"
baby,bag,"Content-Container (e1, e2)"
wall,youths,"Product-Producer (e2, e1)"
teacher,umbrella,"Instrument-Agency (e2, e1)"
book,process,"Message-Topic (e1, e2)"
Power,reaction,"Cause-Effect (e2, e1)"
motions,discipline,"Message-Topic (e1, e2)"
hero,building,"Entity-Destination (e1, e2)"
money,pocket,"Content-Container (e1, e2)"
dynamite,blasting,"Instrument-Agency (e1, e2)"
fish,sea,"Entity-Destination (e1, e2)"
player,next round,"Entity-Destination (e1, e2)"
series of poems,story,"Message-Topic (e1, e2)"
license,state,"Entity-Origin (e2, e1)"
radio wave,outer space,"Entity-Destination (e1, e2)"
author,blog,"Product-Producer (e1, e2)"
valves,trumpet,"Component-Whole (e1, e2)"
list,call,"Entity-Origin (e2, e1)"
Doctor,drill,"Instrument-Agency (e2, e1)"
sensor,circle,"Entity-Destination (e1, e2)"
film,industry,"Member-Collection (e1, e2)"
equipment,country,"Entity-Origin (e2, e1)"
hairstyles,days,"Entity-Origin (e2, e1)"
eruption,craters,"Entity-Origin (e2, e1)"
girl,companion,Other
soldiers,post,"Entity-Destination (e1, e2)"
ancestors,rafts,"Instrument-Agency (e2, e1)"
journal,veterinary imaging,"Message-Topic (e1, e2)"
program,poems,"Product-Producer (e1, e2)"
foundry,bells,"Product-Producer (e1, e2)"
weapons,space,"Entity-Destination (e1, e2)"
seat,truck,"Content-Container (e1, e2)"
storm,upwelling,"Cause-Effect (e2, e1)"
film,flashbacks,"Instrument-Agency (e2, e1)"
documents,literature,"Message-Topic (e1, e2)"
eye,bull,"Component-Whole (e1, e2)"
Shampoos,acid,"Instrument-Agency (e2, e1)"
base,clock,"Component-Whole (e1, e2)"
word,race,"Entity-Origin (e2, e1)"
magazine,music,"Message-Topic (e1, e2)"
socialist,party,"Member-Collection (e1, e2)"
barley,wine,"Product-Producer (e1, e2)"
world,egg,"Content-Container (e1, e2)"
article,problems,"Message-Topic (e1, e2)"
elements,literature,"Component-Whole (e1, e2)"
title,quip,"Entity-Origin (e2, e1)"
riffraff,savages,Other
poet,sequel,"Product-Producer (e1, e2)"
league,codes,"Member-Collection (e1, e2)"
religion,empire,"Entity-Destination (e1, e2)"
woofers,box,"Content-Container (e1, e2)"
flood,sea,"Entity-Origin (e2, e1)"
students,groups,"Member-Collection (e1, e2)"
disaster,hurricane,"Cause-Effect (e2, e1)"
products,areas,"Entity-Destination (e1, e2)"
poison,bottle,"Content-Container (e1, e2)"
men,fort,"Member-Collection (e1, e2)"
company,portfolio,"Component-Whole (e1, e2)"
avenger,rifle,"Instrument-Agency (e1, e2)"
manuscript,justice,"Message-Topic (e1, e2)"
Members,computers,"Product-Producer (e1, e2)"
crush,passengers,"Cause-Effect (e1, e2)"
horde,believers,"Member-Collection (e1, e2)"
bomb,region,"Entity-Destination (e1, e2)"
astronomer,telescope,"Instrument-Agency (e1, e2)"
methods,publication,"Message-Topic (e1, e2)"
man,shovel,"Instrument-Agency (e1, e2)"
dignity,canons,Other
pilots,history,"Entity-Destination (e1, e2)"
energy,posters,"Cause-Effect (e1, e2)"
course,interaction,"Message-Topic (e1, e2)"
car,snakes,"Content-Container (e1, e2)"
chef,knife,"Instrument-Agency (e1, e2)"
treatise,theorist,"Product-Producer (e2, e1)"
communion,saints,"Member-Collection (e1, e2)"
creditor,process,Other
journal,use,"Message-Topic (e1, e2)"
laughter,joke,"Cause-Effect (e1, e2)"
efforts,objective,"Entity-Destination (e1, e2)"
bottle,blood,"Content-Container (e1, e2)"
explosion,crater,"Cause-Effect (e1, e2)"
damage,aircraft,"Cause-Effect (e1, e2)"
episode,video,"Content-Container (e1, e2)"
sound,structure,"Entity-Origin (e1, e2)"
building,wall,"Component-Whole (e1, e2)"
generations,future survival,"Entity-Destination (e1, e2)"
ornaments,molds,"Product-Producer (e2, e1)"
saw,blades,"Component-Whole (e1, e2)"
notes,ideas,"Message-Topic (e1, e2)"
prisoner,tunnel,"Entity-Destination (e1, e2)"
accident,power outage,"Cause-Effect (e1, e2)"
bench,magistrates,"Member-Collection (e1, e2)"
debate,ethical issues,"Message-Topic (e1, e2)"
eyewitness,account,"Product-Producer (e1, e2)"
letter,headquarters,"Entity-Origin (e1, e2)"
chain,saw,"Component-Whole (e1, e2)"
applicant,school,"Entity-Origin (e1, e2)"
garden,patches,"Component-Whole (e1, e2)"
flu,fevers,"Cause-Effect (e1, e2)"
father,college,"Entity-Destination (e1, e2)"
indicator,headset,"Component-Whole (e1, e2)"
hydrants,facility,"Entity-Origin (e1, e2)"
influenza,virus,"Cause-Effect (e1, e2)"
soap,prime time,"Entity-Destination (e1, e2)"
Wrinkles,laughing,"Cause-Effect (e1, e2)"
varieties,church,Other
grain,spirits,"Product-Producer (e1, e2)"
crisis,economy,"Cause-Effect (e1, e2)"
damage,virus,"Cause-Effect (e1, e2)"
map,safe,"Content-Container (e1, e2)"
pants,box,"Content-Container (e1, e2)"
mechanism,bridge,"Component-Whole (e1, e2)"
dray,squirrels,"Member-Collection (e1, e2)"
reagent,bottle,"Content-Container (e1, e2)"
illusion,experiments,"Message-Topic (e1, e2)"
criticism,weaknesses,"Message-Topic (e1, e2)"
singer,outdoor stage,"Entity-Destination (e1, e2)"
screwdriver,men,"Instrument-Agency (e1, e2)"
life,movie,"Message-Topic (e1, e2)"
fear,robbers,"Cause-Effect (e1, e2)"
ship,harbour,"Entity-Destination (e1, e2)"
state,capital,"Entity-Origin (e1, e2)"
asphalt,term,"Entity-Origin (e1, e2)"
lord,giving,"Cause-Effect (e1, e2)"
flock,ducks,"Member-Collection (e1, e2)"
debate,kiosks,"Message-Topic (e1, e2)"
award,organization,"Entity-Destination (e1, e2)"
officer,apparatus,"Instrument-Agency (e1, e2)"
roof,building,"Component-Whole (e1, e2)"
cow,nuzzle,"Instrument-Agency (e1, e2)"
bus,computer,"Component-Whole (e1, e2)"
plan,crime,"Message-Topic (e1, e2)"
guide,world,"Message-Topic (e1, e2)"
book,influence,"Message-Topic (e1, e2)"
picture,holes,"Component-Whole (e1, e2)"
bottle,water,"Content-Container (e1, e2)"
addition,scribe,"Product-Producer (e2, e1)"
blocks,caisson,"Content-Container (e1, e2)"
key,keyboard,"Component-Whole (e1, e2)"
methamphetamine,container,"Content-Container (e1, e2)"
belief,determinism,"Message-Topic (e1, e2)"
bungalow,barn,"Content-Container (e1, e2)"
zoo,creeps,"Member-Collection (e1, e2)"
complex,poison,"Instrument-Agency (e1, e2)"
astronauts,asteroid,"Entity-Destination (e1, e2)"
bolt,door,"Component-Whole (e1, e2)"
team,fifth place,"Entity-Destination (e1, e2)"
exhibition,view,"Message-Topic (e1, e2)"
object,nylon bag,"Content-Container (e1, e2)"
tools,process,"Instrument-Agency (e1, e2)"
pieces,hutch,"Content-Container (e1, e2)"
constitution,leaders,"Product-Producer (e2, e1)"
musician,preparation,"Instrument-Agency (e1, e2)"
agarose,tray,"Content-Container (e1, e2)"
team,chemistry,"Instrument-Agency (e1, e2)"
gun,drawer,"Content-Container (e1, e2)"
president,university,"Member-Collection (e1, e2)"
students,violence,"Cause-Effect (e1, e2)"
damage,earthquakes,"Cause-Effect (e2, e1)"
train,photographer,"Entity-Origin (e1, e2)"
fluids,cylinder,"Content-Container (e1, e2)"
ship,port,"Entity-Origin (e1, e2)"
worker,boxcar,"Content-Container (e1, e2)"
tempeh,soybeans,"Product-Producer (e2, e1)"
whirl,insects,Other
tessellate,songs,Other
respondents,programs,"Instrument-Agency (e1, e2)"
abscess,infection,"Cause-Effect (e2, e1)"
study,evaluations,"Instrument-Agency (e1, e2)"
act,limitation,"Cause-Effect (e1, e2)"
bottle,testimony,"Content-Container (e1, e2)"
flour,mixture,"Component-Whole (e1, e2)"
body,workers,"Member-Collection (e1, e2)"
fat,disease,"Cause-Effect (e1, e2)"
barium,sulphate,Other
fees,discussion,"Message-Topic (e1, e2)"
country,machines,"Product-Producer (e1, e2)"
preforms,bottles,"Product-Producer (e1, e2)"
plant,flask,"Content-Container (e1, e2)"
acetoin,filtrate,"Entity-Origin (e1, e2)"
metal,ground,"Entity-Origin (e1, e2)"
pillars,ruins,"Component-Whole (e1, e2)"
change,console,"Instrument-Agency (e1, e2)"
fable,progress,"Message-Topic (e1, e2)"
resources,programmers,Other
technocrats,government,"Member-Collection (e1, e2)"
basin,depression,"Entity-Destination (e1, e2)"
designer,sets,"Product-Producer (e1, e2)"
notification,names,"Message-Topic (e1, e2)"
zoo,misfits,Other
researcher,question,"Instrument-Agency (e1, e2)"
student,book,Other
guy,knob,"Instrument-Agency (e1, e2)"
fox,fury,Other
work,man,"Product-Producer (e2, e1)"
poem,poet,"Product-Producer (e2, e1)"
electrical short,fire,"Cause-Effect (e1, e2)"
batch,suitcase,"Content-Container (e1, e2)"
wriggle,worms,Other
species,country,"Entity-Destination (e1, e2)"
message,social structure,"Message-Topic (e1, e2)"
raspberry,jelly,"Component-Whole (e1, e2)"
events,dissolution,"Cause-Effect (e1, e2)"
bat,wings,"Component-Whole (e1, e2)"
exhibition,dynamic connections,"Message-Topic (e1, e2)"
contamination,residues,"Cause-Effect (e2, e1)"
Asthma,narrowing,"Cause-Effect (e1, e2)"
request,firm,"Entity-Origin (e1, e2)"
invertebrate,halves,Other
exhibit,designs,"Content-Container (e1, e2)"
hand,fingers,"Component-Whole (e1, e2)"
memo,chairman,"Product-Producer (e2, e1)"
arm,chair,"Component-Whole (e1, e2)"
ride,sign,Other
farmer,hoe,"Instrument-Agency (e1, e2)"
meeting,influenza,"Message-Topic (e1, e2)"
air,lungs,"Entity-Destination (e1, e2)"
press,results,"Message-Topic (e1, e2)"
lyrics,sexual politics,"Message-Topic (e1, e2)"
incident,entry,"Cause-Effect (e2, e1)"
name,times,"Entity-Origin (e1, e2)"
imbalance,torque,"Cause-Effect (e1, e2)"
bombs,cars,"Entity-Destination (e1, e2)"
timer,clock,"Component-Whole (e2, e1)"
rain,offers,"Entity-Destination (e1, e2)"
officer,college,"Member-Collection (e1, e2)"
robbers,scene,"Entity-Destination (e2, e1)"
body,traders,"Component-Whole (e1, e2)"
prisoner,cell,"Entity-Destination (e1, e2)"
studies,vegetation,"Message-Topic (e1, e2)"
fish,eggs,"Product-Producer (e1, e2)"
clique,acquaintances,"Member-Collection (e1, e2)"
statement,president,"Product-Producer (e2, e1)"
world,factory,"Entity-Destination (e1, e2)"
union,senses,Other
engineers,method,"Product-Producer (e1, e2)"
oil,radiator,"Entity-Destination (e1, e2)"
parameters,text,"Message-Topic (e1, e2)"
medicine,patient,"Entity-Destination (e1, e2)"
rookery,glossy ibis,"Member-Collection (e1, e2)"
fear,death,"Cause-Effect (e2, e1)"
data,text box,"Entity-Destination (e1, e2)"
view,perspective,"Message-Topic (e1, e2)"
singer,song,"Message-Topic (e1, e2)"
vehicles,city,"Entity-Destination (e1, e2)"
discussion,words,"Message-Topic (e1, e2)"
design,work,"Entity-Origin (e1, e2)"
county,mailbox,"Component-Whole (e1, e2)"
devastation,earthquake,"Cause-Effect (e2, e1)"
rash,fungal imbalance,"Cause-Effect (e2, e1)"
fans,hiding,"Entity-Destination (e1, e2)"
chapters,book,"Component-Whole (e1, e2)"
patents,algorithms,"Message-Topic (e1, e2)"
patch,flowers,"Component-Whole (e1, e2)"
statue,box,"Content-Container (e2, e1)"
box,cornerstone,"Content-Container (e1, e2)"
teeth,roots,"Component-Whole (e1, e2)"
neuron,jolt,"Product-Producer (e1, e2)"
cells,table,"Component-Whole (e1, e2)"
balls,basket,"Entity-Destination (e1, e2)"
rule,use,"Message-Topic (e1, e2)"
proletariat,nationalities,"Member-Collection (e1, e2)"
boys,fighting,"Entity-Destination (e1, e2)"
album,band,"Product-Producer (e2, e1)"
dean,faculty,"Member-Collection (e1, e2)"
animal,bong,"Entity-Destination (e1, e2)"
skirt,trunk,"Content-Container (e2, e1)"
Electricians,maps,Other
grenade,canister,"Content-Container (e2, e1)"
yachts,harbor,"Entity-Destination (e1, e2)"
ham,sandwich,"Component-Whole (e1, e2)"
arrangements,demonstrator,"Product-Producer (e2, e1)"
Cavalry,cuirassiers,"Member-Collection (e1, e2)"
hookup,products,"Entity-Origin (e1, e2)"
sewer,cover,"Content-Container (e1, e2)"
escape,bottle,"Content-Container (e1, e2)"
emails,mail box,"Entity-Destination (e1, e2)"
series,rites,"Message-Topic (e1, e2)"
wares,potter,"Product-Producer (e2, e1)"
water,straw-bales,"Entity-Destination (e1, e2)"
show,discussion,"Message-Topic (e1, e2)"
research,environmental issues,"Message-Topic (e1, e2)"
farmer,poverty,"Cause-Effect (e2, e1)"
crocodile,snout,"Component-Whole (e1, e2)"
author,book,"Product-Producer (e1, e2)"
cough syrup,bottle,"Content-Container (e1, e2)"
cartridges,printer,"Instrument-Agency (e2, e1)"
museum,pit,"Entity-Destination (e1, e2)"
laws,size,"Message-Topic (e1, e2)"
Tsunamis,displacement,"Cause-Effect (e2, e1)"
material,outer disc regions,"Entity-Destination (e1, e2)"
irritants,coughing,"Cause-Effect (e1, e2)"
office,floor,"Component-Whole (e1, e2)"
wine,carton,"Content-Container (e1, e2)"
ammonia,plant,"Product-Producer (e2, e1)"
speech,problems,"Message-Topic (e1, e2)"
blisters,antibodies,"Cause-Effect (e2, e1)"
timestamp,date,Other
division,pikemen,"Member-Collection (e1, e2)"
book,slipcase,"Content-Container (e1, e2)"
spacecraft,container,"Content-Container (e1, e2)"
photographer,heartland,"Entity-Destination (e1, e2)"
water,ewer,"Content-Container (e1, e2)"
pipeline,gas,"Content-Container (e1, e2)"
decline,collapse,"Cause-Effect (e2, e1)"
block,fishermen,Other
