head_entity_text,tail_entity_text,predicted_label,true_label
introduction,book,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
rock,strokes,"Component-Whole (e2, e1)","Component-Whole (e2, e1)"
creator,worm,Other,"Product-Producer (e2, e1)"
evidence,study,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
meal,rice,"Component-Whole (e1, e2)","Component-Whole (e2, e1)"
stack,objects,"Component-Whole (e1, e2)","Member-Collection (e2, e1)"
tank,bunker,"Content-Container (e1, e2)","Content-Container (e1, e2)"
maps,portfolio,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
balm,soul,"Cause-Effect (e1, e2)",Other
man,custody,"Entity-Destination (e1, e2)",Other
tears,river,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
reservoir,operation,"Entity-Destination (e1, e2)",Other
handful,tidbits,"Content-Container (e1, e2)",Other
tree,trunks,"Component-Whole (e1, e2)","Component-Whole (e2, e1)"
unit,transportation,"Entity-Destination (e1, e2)",Other
insight,problem,"Message-Topic (e1, e2)",Other
statement,leadership,"Message-Topic (e1, e2)","Product-Producer (e1, e2)"
fish,shoal,"Entity-Destination (e1, e2)","Member-Collection (e1, e2)"
wine,can,"Content-Container (e1, e2)","Content-Container (e1, e2)"
log- jam,cases,"Cause-Effect (e2, e1)",Other
journal,book reviews,"Content-Container (e2, e1)","Component-Whole (e2, e1)"
talk,challenges,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
bloodshed,growth,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
correspondence,cheque,"Content-Container (e1, e2)","Content-Container (e2, e1)"
class,therapeutic benefits,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
flink,cows,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
ring,partners,"Component-Whole (e1, e2)","Member-Collection (e2, e1)"
Tree,bark,"Component-Whole (e2, e1)","Component-Whole (e2, e1)"
bolt,firearm,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
water,evaporators,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
questionnaire,sections,"Component-Whole (e1, e2)","Component-Whole (e2, e1)"
disputation,lawyers,Other,"Member-Collection (e2, e1)"
benefits,sentence,"Message-Topic (e1, e2)","Message-Topic (e2, e1)"
witch,bone,"Instrument-Agency (e2, e1)","Instrument-Agency (e2, e1)"
biosurfactant,oil,"Product-Producer (e1, e2)","Entity-Origin (e1, e2)"
steps,ladder,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
bottle,isopropanol,"Content-Container (e2, e1)","Content-Container (e2, e1)"
letter,group,"Entity-Destination (e1, e2)","Entity-Origin (e1, e2)"
stranger,brother,Other,"Entity-Destination (e1, e2)"
rudders,towboats,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
tribes,houses,Other,"Product-Producer (e2, e1)"
rain,forest canopy,"Entity-Destination (e1, e2)","Entity-Origin (e1, e2)"
boat,harbour,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
anxiety,accident,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
company,obligations,Other,Other
community,scholars,"Member-Collection (e2, e1)","Member-Collection (e2, e1)"
room,corner,"Entity-Destination (e1, e2)",Other
technique,websites,Other,"Instrument-Agency (e1, e2)"
file cabinet,IOU,"Content-Container (e2, e1)","Content-Container (e2, e1)"
policeman,police force,"Member-Collection (e1, e2)","Member-Collection (e1, e2)"
sunflower,oil,"Product-Producer (e1, e2)","Entity-Origin (e2, e1)"
stores,areas,Other,"Component-Whole (e2, e1)"
energy,source,"Entity-Origin (e1, e2)","Cause-Effect (e2, e1)"
publications,similarities,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
man,bat,"Instrument-Agency (e2, e1)","Instrument-Agency (e2, e1)"
remnants,box,"Content-Container (e1, e2)","Content-Container (e1, e2)"
cerebrum,hemispheres,"Component-Whole (e1, e2)","Component-Whole (e2, e1)"
clowder,cats,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
powder,casing,"Content-Container (e1, e2)","Entity-Destination (e1, e2)"
soul,body,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
remote control,water,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
books,identification,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
energy,charge,"Cause-Effect (e2, e1)","Entity-Origin (e1, e2)"
nucleocapsids,nuclei,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
nest,hornets,"Component-Whole (e1, e2)",Other
spindle,pump,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
caravan,camels,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
crimes,show,"Message-Topic (e1, e2)","Message-Topic (e2, e1)"
chocolate,butter,"Component-Whole (e1, e2)","Entity-Origin (e1, e2)"
niece,apartment,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
design,architect,"Product-Producer (e1, e2)","Product-Producer (e1, e2)"
cook,coals,"Instrument-Agency (e2, e1)","Instrument-Agency (e2, e1)"
acne,cosmetics,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
moons,collaboration,Other,Other
light,face,"Entity-Origin (e1, e2)","Cause-Effect (e2, e1)"
receiver,catch,Other,Other
shirt,sleeve,"Component-Whole (e1, e2)","Component-Whole (e2, e1)"
garden,pail,"Entity-Destination (e1, e2)","Content-Container (e1, e2)"
document,interrogation,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
nuts,tires,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
man,knife,"Instrument-Agency (e2, e1)","Instrument-Agency (e2, e1)"
stone,cup,"Content-Container (e1, e2)","Entity-Destination (e1, e2)"
noise,resistors,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
damage,reconstruction,Other,Other
dialogue,economic impact,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
bank,plans,Other,"Product-Producer (e2, e1)"
light,turrets,Other,"Cause-Effect (e2, e1)"
stew,cauldron,"Content-Container (e1, e2)","Content-Container (e1, e2)"
sedge,bitterns,Other,"Member-Collection (e2, e1)"
woman,village,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
questions,cultural differences,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
phosphorus,calcium loss,"Cause-Effect (e1, e2)","Cause-Effect (e1, e2)"
furnace,thermostat,"Component-Whole (e2, e1)","Component-Whole (e2, e1)"
bureau,committee,Other,"Product-Producer (e2, e1)"
mover,hamburger,Other,"Instrument-Agency (e2, e1)"
wallet,locker,"Content-Container (e1, e2)","Content-Container (e1, e2)"
book,chapters,"Component-Whole (e2, e1)","Component-Whole (e2, e1)"
display case,desserts,"Content-Container (e1, e2)","Content-Container (e2, e1)"
chemicals,river,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
member,team,"Member-Collection (e1, e2)","Member-Collection (e1, e2)"
script,index,Other,"Component-Whole (e2, e1)"
preview,blog,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
radio,development,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
convict,claim,Other,"Product-Producer (e2, e1)"
armor,chest,"Content-Container (e1, e2)","Content-Container (e1, e2)"
dust,irritation,"Cause-Effect (e1, e2)","Cause-Effect (e1, e2)"
flakeboard,guardrail,"Product-Producer (e1, e2)","Entity-Origin (e1, e2)"
troop,princesses,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
plastic bag,marijuana,"Content-Container (e1, e2)","Content-Container (e2, e1)"
thermostat,refrigerator,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
crisis,sector,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
hormone,gland,"Product-Producer (e1, e2)","Product-Producer (e1, e2)"
researcher,programme,Other,"Instrument-Agency (e2, e1)"
mountain,landscapes,"Component-Whole (e1, e2)",Other
boxes,house,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
heat,metamorphism,"Cause-Effect (e1, e2)","Cause-Effect (e1, e2)"
optimization,engineers,Other,"Instrument-Agency (e1, e2)"
phalanx,comrades,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
flange,baboons,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
architect,strip,"Instrument-Agency (e2, e1)","Instrument-Agency (e2, e1)"
fever,stress,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
aircraft,flight,"Entity-Origin (e1, e2)",Other
recipe,friends,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
mastiffs,homes,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
pin,potentiometer,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
nide,pheasants,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
statement,topics,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
article,music,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
bottle,gold dust,"Content-Container (e1, e2)","Content-Container (e2, e1)"
weight,collapse,"Cause-Effect (e1, e2)","Cause-Effect (e1, e2)"
committee,recommendations,Other,"Product-Producer (e2, e1)"
circle,mobsters,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
nose,tissue,"Component-Whole (e1, e2)",Other
monsoons,change,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
rules,behavior,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
explosion,blast,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
sadness,fear,"Cause-Effect (e1, e2)","Cause-Effect (e1, e2)"
padding,helmets,"Component-Whole (e1, e2)","Entity-Destination (e1, e2)"
letters,addresses,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
kitchen,fridge,"Component-Whole (e1, e2)","Component-Whole (e2, e1)"
shop,booth,Other,"Instrument-Agency (e2, e1)"
damage,hallucinogens,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
flu,chills,"Cause-Effect (e2, e1)","Cause-Effect (e1, e2)"
device,port,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
workshop,tools,Other,"Message-Topic (e1, e2)"
joke,comedy,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
grain,whisky,"Component-Whole (e1, e2)","Entity-Origin (e2, e1)"
quarterback,pass,"Instrument-Agency (e1, e2)","Instrument-Agency (e2, e1)"
cistern,liquids,"Content-Container (e1, e2)","Content-Container (e2, e1)"
policy,prevention,"Instrument-Agency (e1, e2)",Other
catapult,arm,"Component-Whole (e1, e2)","Component-Whole (e2, e1)"
company,research,Other,Other
people,areas,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
decedent,yard,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
heart,valves,"Component-Whole (e2, e1)","Component-Whole (e2, e1)"
author,birth,Other,Other
page,conventions,"Message-Topic (e1, e2)","Component-Whole (e2, e1)"
blaze,fault,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
bean,flour,"Entity-Origin (e1, e2)","Entity-Origin (e2, e1)"
key,member,Other,Other
merger,opposition,Other,Other
regulation,valve,"Instrument-Agency (e2, e1)","Instrument-Agency (e2, e1)"
bullet,head,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
computer,area,"Entity-Destination (e1, e2)",Other
details,interview,"Message-Topic (e1, e2)","Message-Topic (e2, e1)"
debris,fire,"Cause-Effect (e2, e1)",Other
flu,stress,"Cause-Effect (e2, e1)","Cause-Effect (e1, e2)"
slot machine,reels,"Component-Whole (e1, e2)","Component-Whole (e2, e1)"
rod,cylinder,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
archive,months,"Content-Container (e1, e2)",Other
Jug,wine,"Component-Whole (e1, e2)","Content-Container (e2, e1)"
paddle,canister,"Component-Whole (e1, e2)",Other
government,science,Other,"Instrument-Agency (e2, e1)"
pages,significance,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
cockpit,floor,"Component-Whole (e1, e2)","Component-Whole (e2, e1)"
team,general counsel,Other,"Member-Collection (e2, e1)"
merchant,duct-flutes,Other,"Instrument-Agency (e2, e1)"
plurality,features,Other,Other
accident,death,"Cause-Effect (e1, e2)","Cause-Effect (e1, e2)"
kidney,father,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
technique,laser,"Instrument-Agency (e2, e1)",Other
species,forest,Other,Other
parts,story,"Message-Topic (e1, e2)","Component-Whole (e1, e2)"
plant,leaves,"Component-Whole (e1, e2)","Component-Whole (e2, e1)"
starch,sugars,"Entity-Origin (e1, e2)","Entity-Origin (e2, e1)"
employee,comment,Other,"Product-Producer (e2, e1)"
tree,woods,"Entity-Destination (e1, e2)","Member-Collection (e1, e2)"
council,zones,Other,Other
theme,street vision,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
catheter,artery,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
fever,vaccines,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
decision,maker,Other,"Product-Producer (e1, e2)"
bodies,barrels,"Content-Container (e1, e2)","Entity-Destination (e1, e2)"
report,motives,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
baseball,arbitrator,Other,Other
report,degree,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
tree,woods,"Entity-Origin (e1, e2)","Member-Collection (e1, e2)"
Acne,oily skin,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
meeting,vote,Other,"Instrument-Agency (e2, e1)"
movie,box set,"Content-Container (e1, e2)","Content-Container (e1, e2)"
magazines,subscribers,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
dirt,acne,"Cause-Effect (e2, e1)","Cause-Effect (e1, e2)"
bottle,canteen,"Entity-Destination (e1, e2)",Other
sandalwood,soil,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
coil,galvanometer,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
sheets,aspects,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
project,art,"Instrument-Agency (e2, e1)","Instrument-Agency (e2, e1)"
squads,shots,Other,Other
fuselage,bay,"Component-Whole (e1, e2)","Component-Whole (e2, e1)"
rabble,persons,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
pole,receptacle,"Entity-Destination (e1, e2)","Content-Container (e1, e2)"
brain,cerebellum,"Component-Whole (e2, e1)","Component-Whole (e2, e1)"
pillow,foam,"Component-Whole (e1, e2)","Component-Whole (e2, e1)"
houses,government,"Product-Producer (e2, e1)","Product-Producer (e1, e2)"
pile,books,"Component-Whole (e1, e2)","Member-Collection (e2, e1)"
rules,criteria,Other,"Cause-Effect (e1, e2)"
remnant,epochs,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
player,keyframe,"Entity-Destination (e1, e2)","Entity-Origin (e1, e2)"
ship,fleet,"Component-Whole (e1, e2)","Member-Collection (e1, e2)"
blogs,life,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
teacher,blackboard,Other,"Instrument-Agency (e2, e1)"
work,employee,Other,"Product-Producer (e1, e2)"
categories,tourism,"Member-Collection (e1, e2)",Other
water,ocean,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
mother,depression,"Entity-Destination (e1, e2)",Other
troop,fairies,Other,"Member-Collection (e2, e1)"
syrup,cask,"Content-Container (e1, e2)","Entity-Origin (e1, e2)"
rainbows,refraction,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
chart,study,"Product-Producer (e1, e2)",Other
candlestick,maker,"Product-Producer (e1, e2)","Product-Producer (e1, e2)"
storm,cancellation,"Cause-Effect (e2, e1)","Cause-Effect (e1, e2)"
parade,athletes,"Entity-Destination (e1, e2)","Member-Collection (e2, e1)"
harm,flood,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
history,book,"Message-Topic (e1, e2)","Message-Topic (e2, e1)"
album,jacket,"Content-Container (e1, e2)","Content-Container (e1, e2)"
aid,countries,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
mustard,mustard seeds,"Product-Producer (e1, e2)","Entity-Origin (e1, e2)"
mother,team,"Member-Collection (e1, e2)","Member-Collection (e1, e2)"
milk,sack,"Content-Container (e1, e2)","Content-Container (e1, e2)"
work,themes,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
bands,researchers,Other,"Instrument-Agency (e1, e2)"
regiment,archers,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
skin,face,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
formations,year,Other,Other
cow,milk,"Product-Producer (e2, e1)","Product-Producer (e2, e1)"
batteries,power,Other,"Cause-Effect (e1, e2)"
bomb,fruit,"Content-Container (e1, e2)","Content-Container (e1, e2)"
burner,dryer,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
humpback,flipper,"Component-Whole (e1, e2)","Component-Whole (e2, e1)"
vessels,badge,Other,"Instrument-Agency (e2, e1)"
bakers,handle,"Instrument-Agency (e2, e1)","Instrument-Agency (e2, e1)"
prince,frosting,Other,"Instrument-Agency (e2, e1)"
contractions,prostaglandins,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
pleasure,suffering,Other,"Cause-Effect (e2, e1)"
folks,lens,Other,"Instrument-Agency (e2, e1)"
people,twilight zone,"Entity-Destination (e1, e2)",Other
chicken,soup,"Component-Whole (e1, e2)","Entity-Origin (e2, e1)"
cigarette,alarm,"Cause-Effect (e1, e2)","Cause-Effect (e1, e2)"
magazine,developments,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
casket,casket,"Content-Container (e1, e2)","Content-Container (e1, e2)"
window,train,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
drawing,man,Other,"Message-Topic (e1, e2)"
chess openings,literature,"Message-Topic (e1, e2)","Message-Topic (e2, e1)"
powder,roll,"Content-Container (e1, e2)","Content-Container (e1, e2)"
body,suitcase,"Content-Container (e1, e2)","Content-Container (e1, e2)"
sweeper,end,"Entity-Destination (e1, e2)","Entity-Origin (e1, e2)"
abridger,eye,Other,Other
proclamation,flu,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
Rumors,public,"Message-Topic (e1, e2)",Other
book,cupboard,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
infant,box,"Content-Container (e1, e2)",Other
complications,deaths,"Cause-Effect (e1, e2)","Cause-Effect (e1, e2)"
brood,chicks,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
trail,village,"Entity-Origin (e1, e2)",Other
pilots,trouble,"Entity-Destination (e1, e2)",Other
grower,moldboard,"Instrument-Agency (e2, e1)","Instrument-Agency (e2, e1)"
maker,handbags,"Product-Producer (e1, e2)","Product-Producer (e2, e1)"
recipe,grandmother,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
steam,combustion,"Entity-Origin (e2, e1)","Cause-Effect (e2, e1)"
timers,event,"Entity-Origin (e1, e2)",Other
clergy,faiths,"Member-Collection (e1, e2)",Other
dule,turkeys,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
shifts,gas flows,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
teacher,book,Other,Other
declaration,climate change,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
contents,packet,"Content-Container (e1, e2)","Content-Container (e1, e2)"
flight,stairs,"Component-Whole (e1, e2)",Other
Lesions,hemiparesis,"Cause-Effect (e2, e1)","Cause-Effect (e1, e2)"
initiative,obesity,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
book,role,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
frontpage,news paper,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
chip,reliquary,"Content-Container (e1, e2)","Content-Container (e1, e2)"
blank,carton,"Component-Whole (e1, e2)","Entity-Origin (e1, e2)"
meinie,sparrows,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
fluid,body,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
princess,storm,"Entity-Origin (e1, e2)",Other
olive oil,salad,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
acid,bottle,"Content-Container (e1, e2)","Content-Container (e1, e2)"
transformer,shield,"Instrument-Agency (e1, e2)","Component-Whole (e1, e2)"
article,impulsivity,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
cadre,combinations,Other,Other
letter,teaching duties,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
projects,markets,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
sleeve,blouse,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
issues,law,"Message-Topic (e1, e2)",Other
congestion,delays,"Cause-Effect (e1, e2)","Cause-Effect (e1, e2)"
report,death,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
suspects,police,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
Concerns,data protection,"Message-Topic (e1, e2)",Other
catch,fish,Other,Other
program,notes,Other,"Component-Whole (e2, e1)"
term,metaphor,"Message-Topic (e1, e2)","Entity-Origin (e1, e2)"
answer,paragraph,"Entity-Destination (e1, e2)",Other
anthology,novels,"Content-Container (e2, e1)","Member-Collection (e2, e1)"
officer,ram,"Instrument-Agency (e2, e1)","Instrument-Agency (e2, e1)"
bastard,velocity,Other,Other
verses,people,"Message-Topic (e2, e1)","Product-Producer (e1, e2)"
text,text box,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
dentist,drill,"Instrument-Agency (e2, e1)","Instrument-Agency (e2, e1)"
competition,station,Other,"Cause-Effect (e2, e1)"
proverb,parts,"Component-Whole (e1, e2)","Component-Whole (e2, e1)"
picture,file,Other,Other
plasma,discharge,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
artwork,evening,Other,"Entity-Origin (e1, e2)"
indicator,bus,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
horn,end,"Component-Whole (e1, e2)","Component-Whole (e2, e1)"
copper,molds,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
storylines,chapters,"Message-Topic (e1, e2)","Message-Topic (e2, e1)"
padlock,cage,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
book,social history,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
methods,paper,"Message-Topic (e1, e2)","Message-Topic (e2, e1)"
coffee,pot,"Content-Container (e1, e2)","Entity-Destination (e1, e2)"
ensemble,clothes,"Component-Whole (e1, e2)",Other
zoo,monsters,"Component-Whole (e1, e2)","Member-Collection (e2, e1)"
dust,caisson,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
guest,mallet,"Instrument-Agency (e2, e1)","Instrument-Agency (e2, e1)"
infections,disease,"Cause-Effect (e1, e2)","Cause-Effect (e1, e2)"
treatment,ultrasound,"Instrument-Agency (e1, e2)",Other
lathe,friend,"Instrument-Agency (e2, e1)","Instrument-Agency (e1, e2)"
jump,deterioration,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
cocaine,pressure,"Cause-Effect (e2, e1)",Other
man,building,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
file,pages,"Component-Whole (e1, e2)","Component-Whole (e2, e1)"
locomotives,engines,"Component-Whole (e1, e2)","Component-Whole (e2, e1)"
dirt,canister,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
spike,glitch,"Cause-Effect (e1, e2)","Cause-Effect (e1, e2)"
complex,restaurant,"Component-Whole (e1, e2)","Component-Whole (e2, e1)"
horde,hackers,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
areas,spaces,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
recordings,public domain,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
book,author,"Product-Producer (e1, e2)","Product-Producer (e1, e2)"
brigade,guns,"Member-Collection (e1, e2)",Other
Stimulation,latency,"Cause-Effect (e1, e2)","Cause-Effect (e1, e2)"
artist,pointer,"Instrument-Agency (e2, e1)","Instrument-Agency (e2, e1)"
oatmeal,cookies,"Component-Whole (e1, e2)","Entity-Origin (e2, e1)"
clamour,rooks,Other,"Member-Collection (e2, e1)"
grenade,crowd,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
intellect,pen,"Instrument-Agency (e1, e2)","Instrument-Agency (e2, e1)"
tribe,baboons,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
verses,freedom,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
coughing,inhaling,"Cause-Effect (e1, e2)","Cause-Effect (e2, e1)"
data,section,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
character-compeers,profligates,Other,Other
intestine,cat,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
outbreak,vaccine,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
communion,churches,Other,"Member-Collection (e2, e1)"
handle,dishwasher,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
suitcase,items,"Content-Container (e2, e1)","Content-Container (e2, e1)"
tests,substance,"Instrument-Agency (e2, e1)","Instrument-Agency (e2, e1)"
price,weeks,Other,Other
facemasks,reduction,Other,Other
ratpack,folks,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
basket,faces,"Content-Container (e2, e1)","Content-Container (e2, e1)"
report,requirements,Other,Other
collagen,shavings,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
keyboard,keypad keys,"Component-Whole (e2, e1)","Component-Whole (e2, e1)"
vest,uniform,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
chief,police,Other,"Member-Collection (e1, e2)"
ads,dangers,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
afternoon,drink,Other,Other
swim bladder,fish,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
impact,slit,"Cause-Effect (e1, e2)","Cause-Effect (e1, e2)"
sailor,cudgel,"Instrument-Agency (e2, e1)","Instrument-Agency (e2, e1)"
menage,styles,Other,"Member-Collection (e2, e1)"
effort,development,"Cause-Effect (e1, e2)","Entity-Destination (e1, e2)"
series,crimes,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
officers,leave,"Entity-Destination (e1, e2)",Other
Stress,panic attacks,"Cause-Effect (e1, e2)","Cause-Effect (e1, e2)"
pads,mice,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
peanut butter,cookies,"Component-Whole (e1, e2)","Entity-Origin (e2, e1)"
graph,format,Other,Other
Lumberjacks,handle,"Instrument-Agency (e2, e1)","Instrument-Agency (e2, e1)"
works,epistemology,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
baby,cupboard drawer,"Entity-Destination (e1, e2)",Other
drift,cattle traffic,Other,Other
metro,station,"Component-Whole (e1, e2)","Component-Whole (e2, e1)"
Victims,room,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
blogs,news,"Message-Topic (e1, e2)","Component-Whole (e2, e1)"
sand,hourglass,"Component-Whole (e1, e2)","Content-Container (e1, e2)"
valve,heart,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
marines,towns,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
plane,dive,Other,Other
president,jobs,"Entity-Destination (e1, e2)",Other
bomb,bin,"Content-Container (e1, e2)","Content-Container (e1, e2)"
staff,shop,Other,Other
recovery,storm,"Cause-Effect (e2, e1)",Other
flame,vessel,"Entity-Destination (e1, e2)",Other
array,group,"Product-Producer (e2, e1)","Product-Producer (e1, e2)"
head,jar,"Content-Container (e1, e2)","Content-Container (e1, e2)"
chair,corporation,Other,Other
drop,recession,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
pandemic,virus,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
band,products,Other,"Instrument-Agency (e1, e2)"
processes,acids,Other,Other
ring,associates,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
forces,troops,Other,Other
existence,speech,"Message-Topic (e1, e2)","Message-Topic (e2, e1)"
